index,sequence,flags,timestamp_valid,frame_ms,dequeue_ms,output_ms,read_ms,copy_ms,dispatch_wait_ms,worker_wait_ms,preprocess_ms,npu_ms,postprocess_ms,gmc_ms,association_ms,read_to_output_ms,frame_to_output_ms,ready_ms,dispatch_ms
510,1519,8193,1,1250981.635,1250989.443309,1251013.5195200001,0.43429099999999998,0.30216700001619756,0.00029200012795627117,0.012832999927923083,1.801334,21.630002000000001,0.199791,2.7282510000000002,0.017208000000000001,24.165752000000001,31.884520000079647,1250989.7880589999,1250989.7883510001
511,1520,8193,1,1250989.929,1251013.5667699999,1251038.326939,0.34300000000000003,0.29691700008697808,0.00029200012795627117,0.052207999862730503,1.801625,22.289752,0.19745799999999999,2.8863340000000002,0.015458,24.764544000000001,48.397939000045881,1251013.9056869999,1251013.905979
512,1524,8193,1,1251023.3019999999,1251038.4532310001,1251062.9109420001,0.421458,0.2948749999050051,0.00029200012795627117,0.054541999939829111,1.7984169999999999,21.998961000000001,0.19162499999999999,2.8344170000000002,0.014874999999999999,24.541710999999999,39.608942000195384,1251038.7906889999,1251038.7909810001
513,1527,8193,1,1251048.2860000001,1251063.0001920001,1251087.1776109999,0.39754200000000001,0.30770799983292818,0,0.052499999990686774,1.8109580000000001,21.687460999999999,0.197459,2.7836669999999999,0.015166000000000001,24.223794000000002,38.891610999824479,1251063.3510670001,1251063.3510670001
514,1530,8193,1,1251073.287,1251087.306236,1251111.642613,0.42466700000000002,0.29399999999441206,0.00029099988751113415,0.053959000157192349,1.7879160000000001,21.883168999999999,0.19687499999999999,2.8227509999999998,0.015458,24.424752000000002,38.355612999992445,1251087.6425280001,1251087.6428189999
515,1533,8193,1,1251098.3019999999,1251111.7312799999,1251139.0753240001,0.38062499999999999,0.29108300013467669,0.0002910001203417778,2.7819169999565929,1.8086249999999999,22.192335,0.19541700000000001,2.7431260000000002,0.016625000000000001,27.389835999999999,40.773324000183493,1251112.0658219999,1251112.066113
516,1537,8193,1,1251131.6359999999,1251139.244491,1251164.1997849999,0.42962499999999998,0.26745799998752773,0.00029199989512562752,0.011083000106737018,1.7797499999999999,22.574127000000001,0.198042,2.8107920000000002,0.015167,25.077210999999998,32.563785000005737,1251139.552199,1251139.5524909999
517,1540,8193,1,1251156.6040000001,1251164.250827,1251188.868371,0.34125,0.28991700010374188,0.00029199989512562752,0.054542000172659755,1.83575,22.119126999999999,0.19658300000000001,2.799709,0.015166000000000001,24.625419000000001,32.264370999997482,1251164.58391,1251164.5842019999
518,1542,8193,1,1251173.3049999999,1251188.9593710001,1251216.1406660001,0.36691699999999999,0.27620800002478063,0.00029199989512562752,2.6769169999752194,1.8141670000000001,22.131084999999999,0.19454199999999999,2.6360839999999999,0.016334000000000001,27.229711999999999,42.835666000144556,1251189.2778710001,1251189.278163
519,1546,8193,1,1251206.6359999999,1251216.272499,1251241.1096679999,0.41825000000000001,0.28758300002664328,0.00029199989512562752,0.055416000075638294,1.781792,22.395043999999999,0.19629199999999999,2.8312089999999999,0.015166000000000001,24.925836,34.473667999962345,1251216.602374,1251216.6026659999
520,1549,8193,1,1251231.6359999999,1251241.2038759999,1251265.3891700001,0.38733400000000001,0.29108400014229119,0.0002910001203417778,0.053374999901279807,1.833709,21.68571,0.19775000000000001,2.7457509999999998,0.015167,24.237503,33.753170000156388,1251241.53871,1251241.5390010001
521,1552,8193,1,1251256.601,1251265.5157540001,1251290.321423,0.44566699999999998,0.32199999992735684,0.00029200012795627117,0.052499999990686774,1.825834,22.288585000000001,0.19716700000000001,2.7043330000000001,0.015167,24.888210999999998,33.720422999933362,1251265.878879,1251265.8791710001
522,1555,8193,1,1251281.6340000001,1251290.409215,1251314.5487170001,0.38266699999999998,0.29458300000987947,0.00029099988751113415,0.050750000169500709,1.792,21.678419000000002,0.19658400000000001,2.8781669999999999,0.017208000000000001,24.185293999999999,32.914716999977827,1251290.74609,1251290.7463809999
523,1558,8193,1,1251306.601,1251314.6823,1251337.915886,0.41037499999999999,0.27912500011734664,0.00029199989512562752,0.054540999932214618,1.8074589999999999,20.777169000000001,0.19483300000000001,2.8262499999999999,0.014874999999999999,23.324293999999998,31.314886000007391,1251315.0019670001,1251315.002259
524,1559,8193,1,1251314.9739999999,1251337.964011,1251362.4777220001,0.34154099999999998,0.29312500008381903,0.00029200012795627117,0.053957999916747212,1.7987089999999999,22.054669000000001,0.19454199999999999,2.8457919999999999,0.015166000000000001,24.518377000000001,47.503722000168636,1251338.3005939999,1251338.300886
525,1563,8193,1,1251348.2690000001,1251362.608972,1251387.8547660001,0.408333,0.27737500006332994,0.00029200012795627117,0.012541000032797456,1.7899579999999999,22.837793999999999,0.200375,2.8933339999999999,0.015167,25.334752000000002,39.585765999974683,1251362.9283469999,1251362.928639
526,1566,8193,1,1251373.3130000001,1251387.944016,1251412.4755190001,0.37362499999999998,0.28700000001117587,0.0002910001203417778,0.050749999936670065,1.8237920000000001,22.059626999999999,0.19483300000000001,2.83325,0.015167,24.576711,39.162519000004977,1251388.2724329999,1251388.272724
527,1569,8193,1,1251398.3030000001,1251412.615519,1251437.414479,0.41445799999999999,0.27941600000485778,0.00029199989512562752,0.010208000196143985,1.805709,22.424793999999999,0.199208,2.7372920000000001,0.021291999999999998,24.892002000000002,39.11147899995558,1251412.937227,1251412.9375189999
528,1572,8193,1,1251423.3100000001,1251437.5964790001,1251461.2398570001,0.37420799999999999,0.28379200003109872,0.00029199989512562752,0.054250000044703484,1.7887919999999999,21.256961,0.19600000000000001,2.818667,0.0061250000000000002,23.692086,37.929857000010088,1251437.9219790001,1251437.922271
529,1575,8193,1,1251448.3100000001,1251461.383648,1251487.4904430001,0.42816700000000002,0.29866700014099479,0.00029199989512562752,1.5122919999994338,1.787334,22.195543000000001,0.19395799999999999,4.6494590000000002,0.0084580000000000002,26.195169,39.180443000048399,1251461.7234400001,1251461.723732
530,1578,8193,1,1251473.3130000001,1251487.5721090001,1251511.9805290001,0.38033299999999998,0.29020899999886751,0.00029200012795627117,0.051916999975219369,1.823501,21.931294000000001,0.19454199999999999,2.756834,0.014,24.457128000000001,38.667528999969363,1251487.9037339999,1251487.9040260001
531,1581,8193,1,1251498.308,1251512.106529,1251535.6381979999,0.41358299999999998,0.28524999995715916,0.00029199989512562752,0.054540999932214618,1.7960830000000001,21.083127000000001,0.19483300000000001,2.8256670000000002,0.015167,23.617419000000002,37.330197999952361,1251512.4343620001,1251512.434654
532,1584,8193,1,1251523.307,1251535.7335729999,1251560.37445,0.37333300000000003,0.28116600005887449,0.00029199989512562752,0.019833000143989921,1.806292,22.214794000000001,0.19950000000000001,2.790959,0.015167,24.691918999999999,37.067449999973178,1251536.055864,1251536.0561559999
533,1587,8193,1,1251548.308,1251560.5092,1251585.033119,0.44420799999999999,0.30887500010430813,0.00029199989512562752,0.054833000060170889,1.8226260000000001,22.057003000000002,0.19687499999999999,2.7787090000000001,0.023625,24.617543999999999,36.725119000067934,1251560.8597830001,1251560.860075
534,1590,8193,1,1251573.2919999999,1251585.169036,1251609.309413,0.36749999999999999,0.27679200004786253,0.00029099988751113415,0.053958999924361706,1.8302080000000001,21.709918999999999,0.198625,2.7361249999999999,0.0087500000000000008,24.189959999999999,36.017413000110537,1251585.4869530001,1251585.487244
535,1593,8193,1,1251598.304,1251609.494622,1251634.155333,0.412416,0.28349999990314245,0.00029200012795627117,0.013999999966472387,1.807167,22.293251999999999,0.19629199999999999,2.768208,0.0078750000000000001,24.747043999999999,35.851332999998704,1251609.820413,1251609.8207050001
536,1596,8193,1,1251623.304,1251634.263541,1251659.065127,0.42233300000000001,0.32870800001546741,0.0002910001203417778,0.053958999924361706,1.7949170000000001,22.359461,0.198625,2.8568750000000001,0.0090419999999999997,24.853794000000001,35.761126999976113,1251634.633958,1251634.6342490001
537,1599,8193,1,1251648.304,1251659.2074599999,1251684.177629,0.41941600000000001,0.28962499997578561,0,0.011084000114351511,1.801334,22.551378,0.19745799999999999,2.800875,0.0090410000000000004,25.058252,35.873629000037909,1251659.5387929999,1251659.5387929999
538,1602,8193,1,1251673.304,1251684.258129,1251708.87509,0.39141700000000001,0.30245900014415383,0.00029099988751113415,0.054542000172659755,1.836625,22.108626999999998,0.19570799999999999,2.808459,0.014,24.663919,35.571089999983087,1251684.602588,1251684.6028789999
539,1605,8193,1,1251698.3049999999,1251709.002257,1251734.9722589999,0.41416700000000001,0.28379100002348423,0.0002910001203417778,2.8300419999286532,1.803375,20.732835000000001,0.19629199999999999,2.732917,0.014583,26.058961,36.667259000008926,1251709.327757,1251709.3280480001
540,1608,8193,1,1251723.3149999999,1251735.0653009999,1251759.5924279999,0.356709,0.26687500020489097,0.00029099988751113415,0.054541999939829111,1.7847090000000001,22.105418,0.19600000000000001,2.8904169999999998,0.016333,24.576419000000001,36.277428000001237,1251735.3727180001,1251735.373009
541,1611,8193,1,1251748.3119999999,1251759.7271779999,1251783.8258479999,0.41387499999999999,0.28116700006648898,0.00029099988751113415,0.055417000083252788,1.7937510000000001,21.683668999999998,0.19716700000000001,2.877875,0.016334000000000001,24.189961,35.513847999973223,1251760.0497620001,1251760.050053
542,1614,8193,1,1251773.3049999999,1251783.914806,1251808.4416420001,0.377417,0.28904199996031821,0,0.053084000013768673,1.8278749999999999,22.040669000000001,0.198625,2.8026260000000001,0.014583,24.574086000000001,35.136642000172287,1251784.245264,1251784.245264
543,1617,8193,1,1251798.3049999999,1251808.5679329999,1251833.251686,0.41095799999999999,0.28525000018998981,0.00029200012795627117,0.062416000058874488,1.8267089999999999,22.191168999999999,0.19775000000000001,2.767042,0.015167,24.767168999999999,34.946686000097543,1251808.8954749999,1251808.895767
544,1620,8193,1,1251823.307,1251833.347936,1251857.9780220001,0.38791700000000001,0.28991700010374188,0.00029199989512562752,0.05512500018812716,1.7902499999999999,22.176584999999999,0.19745799999999999,2.8892500000000001,0.014874999999999999,24.685503000000001,34.671022000024095,1251833.680436,1251833.6807279999
545,1623,8193,1,1251848.3049999999,1251858.1048969999,1251882.6471909999,0.423792,0.29808300011791289,0,0.054250000044703484,1.8232090000000001,22.053502000000002,0.19600000000000001,2.7886250000000001,0.015167,24.625419000000001,34.342191000003368,1251858.4455629999,1251858.4455629999
546,1626,8193,1,1251873.308,1251882.7419819999,1251909.566569,0.38850000000000001,0.29516700003296137,0,2.7851249999366701,1.806584,21.665292999999998,0.199209,2.7504170000000001,0.016625000000000001,26.876795000000001,36.258569000056013,1251883.078274,1251883.078274
547,1629,8193,1,1251898.3049999999,1251909.687902,1251935.883654,0.42612499999999998,0.30158299999311566,0.00058300001546740532,2.774041999829933,1.800459,21.038209999999999,0.19745799999999999,2.6885840000000001,0.0090419999999999997,26.276544000000001,37.578654000069946,1251910.0329440001,1251910.0335270001
548,1632,8193,1,1251923.2649999999,1251935.975238,1251960.6773649999,0.364875,0.27445799997076392,0.00058300001546740532,0.054834000067785382,1.7899590000000001,22.316002000000001,0.19658300000000001,2.9245420000000002,0.014291999999999999,24.752002000000001,37.412364999996498,1251936.290238,1251936.290821
549,1635,8193,1,1251948.3060000001,1251960.812407,1251985.5985340001,0.432834,0.30741699994541705,0.0002910001203417778,0.054250000044703484,1.791417,22.365877000000001,0.19483300000000001,2.9324170000000001,0.018959,24.870128000000001,37.292534000007436,1251961.1609489999,1251961.16124
550,1638,8193,1,1251973.2790000001,1251985.6895339999,1252009.767495,0.35933399999999999,0.27358400006778538,0.00029099988751113415,0.0096249999478459358,1.801625,21.679002000000001,0.19570799999999999,2.8504589999999999,0.014874999999999999,24.122294,36.488494999939576,1251986.0045350001,1251986.004826
551,1641,8193,1,1251998.3089999999,1252009.8999119999,1252034.160748,0.424375,0.29108300013467669,0.00029199989512562752,0.056875000009313226,1.816208,21.779043999999999,0.19716600000000001,2.7367080000000001,0.015459000000000001,24.350961000000002,35.85174800013192,1252010.234162,1252010.2344539999
552,1644,8193,1,1252023.3060000001,1252034.2578730001,1252059.0728750001,0.38616600000000001,0.29166599991731346,0.00029199989512562752,0.063000000081956387,1.8001670000000001,22.345459999999999,0.198042,2.7956259999999999,0.015458,24.868376999999999,35.76687499997206,1252034.590664,1252034.5909559999
553,1647,8193,1,1252048.3049999999,1252059.200917,1252086.582586,0.44129200000000002,0.31354200001806021,0,2.7215419998392463,1.801625,22.220044000000001,0.19775000000000001,2.6789580000000002,0.015459000000000001,27.468294,38.277586000040174,1252059.5558750001,1252059.5558750001
554,1650,8193,1,1252073.308,1252086.6765030001,1252111.2030470001,0.36662499999999998,0.279124999884516,0.00029199989512562752,0.054250000044703484,1.8182499999999999,22.064294,0.19483300000000001,2.7702499999999999,0.014874999999999999,24.573793999999999,37.895047000143677,1252086.995878,1252086.9961699999
555,1653,8193,1,1252098.304,1252111.329047,1252134.8962989999,0.41649999999999998,0.28904199996031821,0.00029200012795627117,0.055999999865889549,1.7998749999999999,21.154585000000001,0.19483300000000001,2.889834,0.017791999999999999,23.652127,36.59229899989441,1252111.6606719999,1252111.660964
556,1656,8193,1,1252123.307,1252135.040674,1252159.8154269999,0.38062499999999999,0.28991699987091124,0.00029199989512562752,0.0096250001806765795,1.829917,22.325918999999999,0.19833400000000001,2.919584,0.015458,24.823751999999999,36.508426999906078,1252135.372008,1252135.3722999999
557,1659,8193,1,1252148.3060000001,1252159.9495939999,1252184.602429,0.44595899999999999,0.31120800017379224,0.0002910001203417778,0.055999999865889549,1.7963750000000001,22.209835999999999,0.19775000000000001,2.9306670000000001,0.021874999999999999,24.746168999999998,36.296428999863565,1252160.3022189999,1252160.3025100001
558,1662,8193,1,1252173.273,1252184.6887630001,1252209.270432,0.386459,0.29808299988508224,0.00029099988751113415,0.049292000010609627,1.798708,22.163753,0.19483300000000001,2.7871670000000002,0.0084580000000000002,24.627461,35.997432000003755,1252185.0294300001,1252185.029721
559,1665,8193,1,1252198.3089999999,1252209.3990569999,1252234.333934,0.43720799999999999,0.31325000012293458,0.00029200012795627117,0.010499999858438969,1.8092090000000001,22.486335,0.19425000000000001,2.8457910000000002,0.0099159999999999995,25.016835,36.024934000102803,1252209.754307,1252209.7545990001
560,1668,8193,1,1252223.3060000001,1252234.4191010001,1252259.0777700001,0.39229199999999997,0.30012499983422458,0.00029199989512562752,0.050458000041544437,1.8246659999999999,22.172502999999999,0.19600000000000001,2.8431660000000001,0.013708,24.709419,35.771769999992102,1252234.760643,1252234.7609349999
561,1671,8193,1,1252248.3060000001,1252259.2066870001,1252283.688606,0.403084,0.27591699990443885,0.00029099988751113415,0.010500000091269612,1.808333,22.067793999999999,0.19833300000000001,2.8478340000000002,0.015166000000000001,24.568543999999999,35.382605999941006,1252259.5228540001,1252259.523145
562,1674,8193,1,1252273.311,1252283.7758140001,1252308.357484,0.36837500000000001,0.28174999984912574,0.00029199989512562752,0.054250000044703484,1.8132919999999999,22.119419000000001,0.19483400000000001,2.8297509999999999,0.015458,24.626586,35.046484000049531,1252284.098981,1252284.0992729999
563,1677,8193,1,1252298.3149999999,1252308.4831920001,1252332.8364860001,0.41416700000000001,0.28933299984782934,0.0002910001203417778,0.054250000044703484,1.805709,21.887543999999998,0.19950000000000001,3.0041669999999998,0.015458,24.436419000000001,34.521486000157893,1252308.8142339999,1252308.8145250001
564,1680,8193,1,1252323.3060000001,1252332.935361,1252357.76553,0.38645800000000002,0.2878749999217689,0.00029199989512562752,0.051917000208050013,1.7949170000000001,22.399711,0.200375,2.7787090000000001,0.016916,24.880918999999999,34.459529999876395,1252333.271069,1252333.2713609999
565,1683,8193,1,1252348.3060000001,1252357.89503,1252382.0616580001,0.42729200000000001,0.30012500006705523,0,0.052791000111028552,1.8462499999999999,21.649543999999999,0.198042,2.8210000000000002,0.014874999999999999,24.252960999999999,33.755658000009134,1252358.2359889999,1252358.2359889999
566,1686,8193,1,1252373.3060000001,1252382.155574,1252407.003827,0.38150000000000001,0.28700000001117587,0.00029200012795627117,0.05133299995213747,1.815334,22.412251999999999,0.19687499999999999,2.7687919999999999,0.015458,24.901627999999999,33.697826999938115,1252382.483699,1252382.4839910001
567,1689,8193,1,1252398.3160000001,1252407.1324519999,1252431.7254959999,0.40862500000000002,0.28145799995400012,0.00029199989512562752,0.052499999990686774,1.8129999999999999,22.129626999999999,0.19745799999999999,2.8279999999999998,0.014874999999999999,24.678502000000002,33.409495999803767,1252407.455327,1252407.4556189999
568,1692,8193,1,1252423.3189999999,1252431.8135790001,1252456.4083730001,0.38179200000000002,0.29399999999441206,0.00029199989512562752,0.050749999936670065,1.810667,22.124376999999999,0.19629099999999999,2.8831250000000002,0.014874999999999999,24.640003,33.089373000198975,1252432.1498710001,1252432.150163
569,1695,8193,1,1252448.3160000001,1252456.5349570001,1252481.0967929999,0.44129200000000002,0.31383299990557134,0.00029200012795627117,0.05308300000615418,1.7957920000000001,22.079460999999998,0.198625,2.9216250000000001,0.015167,24.645544999999998,32.780792999779806,1252456.8925399999,1252456.892832
570,1698,8193,1,1252473.2990000001,1252481.1834179999,1252505.5854199999,0.36633300000000002,0.28000000002793968,0.00029199989512562752,0.053375000134110451,1.807167,21.988752000000002,0.19745799999999999,2.7973750000000002,0.014583,24.446044000000001,32.286419999785721,1252481.5060010001,1252481.506293
571,1701,8193,1,1252498.307,1252505.70967,1252530.5970060001,0.40745799999999999,0.27970799989998341,0.00029200012795627117,0.012542000040411949,1.7946249999999999,22.481086000000001,0.199209,2.7320419999999999,0.0096249999999999999,24.973960999999999,32.29000600008294,1252506.0305029999,1252506.030795
572,1704,8193,1,1252523.311,1252530.6777979999,1252554.645217,0.36983300000000002,0.28175000008195639,0.00029200012795627117,0.050457999808713794,1.836625,21.486794,0.19658400000000001,2.7874590000000001,0.013708,24.014961,31.334217000054196,1252531.000089,1252531.0003810001
573,1706,8193,1,1252539.9750000001,1252554.730092,1252579.1323859999,0.37654100000000001,0.28875000006519258,0.00029200012795627117,0.050749999936670065,1.8345830000000001,21.912918999999999,0.19775000000000001,2.758,0.014874999999999999,24.447793999999998,39.1573859998025,1252555.061425,1252555.0617170001
574,1709,8193,1,1252564.9739999999,1252579.275594,1252604.1223879999,0.41999999999999998,0.28875000006519258,0.00029099988751113415,0.011084000114351511,1.7934589999999999,22.437335999999998,0.19541700000000001,2.8230420000000001,0.015167,24.937211000000001,39.148387999972329,1252579.604886,1252579.6051769999
575,1712,8193,1,1252589.976,1252604.2142630001,1252629.0490989999,0.39812500000000001,0.30449999985285103,0.00029099988751113415,0.063291999977082014,1.8080419999999999,22.346627000000002,0.19395899999999999,2.796208,0.01575,24.885877000000001,39.073098999913782,1252604.5613470001,1252604.561638
576,1715,8193,1,1252614.977,1252629.180932,1252653.752685,0.41125,0.28291699988767505,0.00029199989512562752,0.0096249999478459358,1.8205830000000001,22.172211000000001,0.19775000000000001,2.6372499999999999,0.016333,24.658086000000001,38.775685000000522,1252629.5058490001,1252629.506141
577,1718,8193,1,1252639.976,1252653.8503930001,1252678.403187,0.38937500000000003,0.29079200001433492,0.00029199989512562752,0.055416000075638294,1.7952090000000001,22.094044,0.19570799999999999,2.7965,0.015167,24.608211000000001,38.427186999935657,1252654.1840600001,1252654.184352
578,1721,8193,1,1252664.939,1252678.5335619999,1252703.2397729999,0.41445799999999999,0.28145900019444525,0.00029200012795627117,0.054832999827340245,1.79375,22.260293999999998,0.19454199999999999,2.7985419999999999,0.015167,24.795461,38.300772999878973,1252678.8584789999,1252678.8587710001
579,1724,8193,1,1252689.976,1252703.329315,1252727.8345669999,0.37479200000000001,0.28612500010058284,0.00029200012795627117,0.054540999932214618,1.81125,22.078002999999999,0.197459,2.705209,0.021291000000000001,24.551919000000002,37.858566999901086,1252703.65744,1252703.6577320001
580,1727,8193,1,1252714.9639999999,1252728.0098590001,1252751.1253200001,0.41504200000000002,0.28612499986775219,0.00029099988751113415,0.053958999924361706,1.8223339999999999,20.683252,0.19804099999999999,2.806708,0.0084589999999999995,23.202960999999998,36.161320000188425,1252728.3374010001,1252728.337692
581,1730,8193,1,1252739.9839999999,1252751.2239029999,1252778.4121970001,0.38995800000000003,0.29837500001303852,0.00029199989512562752,2.7472090001683682,1.7946249999999999,22.029001999999998,0.199791,2.6658339999999998,0.0090410000000000004,27.237293999999999,38.428197000175714,1252751.564861,1252751.5651529999
582,1733,8193,1,1252764.9839999999,1252778.5297389999,1252803.2339079999,0.41445900000000002,0.28875000006519258,0.00029099988751113415,0.053667000029236078,1.7992919999999999,22.245418999999998,0.19950000000000001,2.8282910000000001,0.012833000000000001,24.789044000000001,38.249907999997959,1252778.8593230001,1252778.859614
583,1736,8193,1,1252789.977,1252803.3246170001,1252827.4483690001,0.38062499999999999,0.28583299997262657,0.00029200012795627117,0.055707999970763922,1.792584,21.665876999999998,0.19891600000000001,2.8533750000000002,0.015458,24.175961000000001,37.471369000151753,1252803.653033,1252803.6533250001
584,1739,8193,1,1252814.956,1252827.6239519999,1252852.2969130001,0.41445799999999999,0.28700000001117587,0.00029199989512562752,0.053958000149577856,1.796084,22.221793999999999,0.19483400000000001,2.8364590000000001,0.015166000000000001,24.759001999999999,37.340913000050932,1252827.9523690001,1252827.952661
585,1742,8193,1,1252839.9750000001,1252852.3832469999,1252877.035499,0.38587500000000002,0.29750000010244548,0.00029099988751113415,0.055417000083252788,1.798708,22.221502999999998,0.19629199999999999,2.8046669999999998,0.023916,24.697752000000001,37.060498999897391,1252852.7236220001,1252852.723913
586,1745,8193,1,1252864.976,1252877.1658739999,1252901.6451679999,0.42933300000000002,0.29866700014099479,0.00029199989512562752,0.051915999967604876,1.835459,22.034251999999999,0.19775100000000001,2.7743340000000001,0.0049579999999999997,24.568252000000001,36.669167999876663,1252877.5062490001,1252877.506541
587,1748,8193,1,1252889.9380000001,1252901.751043,1252926.2880869999,0.370417,0.28320900001563132,0.0002910001203417778,0.051042000064626336,1.810667,22.128751999999999,0.19454199999999999,2.8825419999999999,0.016042000000000001,24.584002000000002,36.350086999824271,1252902.0745019999,1252902.074793
588,1751,8193,1,1252914.9750000001,1252926.419921,1252949.8745899999,0.417375,0.29079100000672042,0.00029199989512562752,0.051042000064626336,1.789083,21.007002,0.20008300000000001,2.8525,0.015459000000000001,23.538378000000002,34.899589999811724,1252926.7535870001,1252926.753879
589,1754,8193,1,1252939.9750000001,1252949.9708400001,1252974.5087590001,0.37974999999999998,0.29224999994039536,0.0002910001203417778,0.055416999850422144,1.8234999999999999,22.050585000000002,0.19658400000000001,2.7661669999999998,0.015166000000000001,24.583127000000001,34.533759000012651,1252950.3050899999,1252950.305381
590,1757,8193,1,1252964.9750000001,1252974.638551,1252999.166553,0.41883399999999998,0.28816600004211068,0.00029099988751113415,0.054834000067785382,1.825833,22.048252000000002,0.19483400000000001,2.7095829999999999,0.014874999999999999,24.616961,34.191552999895066,1252974.9684260001,1252974.968717
591,1760,8193,1,1252989.9850000001,1252999.2598860001,1253026.567764,0.36837500000000001,0.27620900003239512,0,2.7148339999839664,1.806583,22.186793999999999,0.19687499999999999,2.6821670000000002,0.014874999999999999,27.358626999999998,36.582763999933377,1252999.577511,1252999.577511
592,1763,8193,1,1253014.9399999999,1253026.6984310001,1253050.9639330001,0.42408299999999999,0.29399999999441206,0.00029200012795627117,0.055124999955296516,1.815334,21.785751999999999,0.19629199999999999,2.8046669999999998,0.015458,24.354168999999999,36.023933000164106,1253027.033847,1253027.0341390001
593,1766,8193,1,1253039.9779999999,1253051.0581420001,1253075.698144,0.37304100000000001,0.28174999984912574,0.00029200012795627117,0.054833000060170889,1.83575,22.196711000000001,0.19483400000000001,2.7781250000000002,0.017208000000000001,24.690752,35.720144000137225,1253051.3804329999,1253051.3807250001
594,1769,8193,1,1253064.976,1253075.8200610001,1253100.3868549999,0.40075,0.27737499983049929,0.00058300001546740532,0.011959000024944544,1.7861670000000001,22.171334999999999,0.198042,2.778708,0.0087500000000000008,24.648461000000001,35.410854999907315,1253076.1391439999,1253076.1397269999
595,1772,8193,1,1253089.976,1253100.4705630001,1253125.025107,0.38500000000000001,0.29195899982005358,0.00029200012795627117,0.051916999975219369,1.8302080000000001,22.062252999999998,0.19950000000000001,2.73875,0.014,24.605294000000001,35.049106999998912,1253100.8048129999,1253100.805105
596,1775,8193,1,1253114.9850000001,1253125.1493569999,1253149.19961,0.42058299999999998,0.29399999999441206,0.00029200012795627117,0.056875000009313226,1.8281670000000001,21.557376999999999,0.19658400000000001,2.706375,0.015167,24.133960999999999,34.214609999908134,1253125.4862319999,1253125.4865240001
597,1778,8193,1,1253139.977,1253149.298776,1253174.072071,0.37070799999999998,0.27679200004786253,0.00029199989512562752,0.010207999963313341,1.8261259999999999,22.337001999999998,0.20008300000000001,2.7078329999999999,0.015458,24.825793999999998,34.095071000047028,1253149.6166930001,1253149.616985
598,1781,8193,1,1253164.976,1253174.1986539999,1253199.0562400001,0.40279199999999998,0.27854200010187924,0.00029200012795627117,0.054540999932214618,1.8013330000000001,22.409918999999999,0.19833300000000001,2.8490000000000002,0.015167,24.941002999999998,34.080240000039339,1253174.5180289999,1253174.518321
599,1784,8193,1,1253189.9739999999,1253199.1516150001,1253224.1579509999,0.36166599999999999,0.27183300000615418,0.00029199989512562752,0.01195800001733005,1.791417,22.609711000000001,0.19687499999999999,2.7475010000000002,0.014874999999999999,25.056211000000001,34.183950999984518,1253199.4634060001,1253199.4636979999
600,1787,8193,1,1253214.959,1253224.2857009999,1253248.8810779999,0.41212500000000002,0.28758300002664328,0.00029199989512562752,0.054542000172659755,1.834875,22.103669,0.19658400000000001,2.7833749999999999,0.015167,24.679086000000002,33.922077999915928,1253224.614117,1253224.6144089999
601,1790,8193,1,1253239.977,1253248.9697449999,1253276.439206,0.36983300000000002,0.28262499999254942,0.00029200012795627117,2.7752080000936985,1.817375,22.271961000000001,0.19687499999999999,2.6815829999999998,0.015458,27.514961,36.462205999996513,1253249.2940779999,1253249.29437
602,1793,8193,1,1253264.976,1253276.571914,1253300.9893749999,0.40949999999999998,0.27883399999700487,0.0002910001203417778,0.055124999955296516,1.8086249999999999,21.956377,0.19891700000000001,2.7057910000000001,0.015166000000000001,24.506710000000002,36.013374999864027,1253276.891873,1253276.8921640001
603,1796,8193,1,1253289.976,1253301.0771669999,1253325.5141690001,0.37712499999999999,0.29079100000672042,0,0.051041000057011843,1.842751,21.939167999999999,0.19483300000000001,2.781625,0.015167,24.482502,35.538169000064954,1253301.408792,1253301.408792
604,1799,8193,1,1253314.977,1253325.6448359999,1253349.705297,0.42029100000000003,0.28875000006519258,0,0.014582999981939793,1.806875,21.637585999999999,0.19658300000000001,2.7749169999999999,0.015167,24.150586000000001,34.728297000052407,1253325.975294,1253325.975294
605,1802,8193,1,1253339.9650000001,1253349.7974630001,1253376.610383,0.38324999999999998,0.29108399990946054,0,2.776084000011906,1.818541,21.647210999999999,0.20824999999999999,2.7425419999999998,0.016334000000000001,26.863378000000001,36.645382999908179,1253350.130255,1253350.130255
606,1805,8193,1,1253364.986,1253376.7302580001,1253404.076927,0.401333,0.27824999997392297,0.00058300001546740532,2.7273760000243783,1.7995840000000001,22.262919,0.19716700000000001,2.6862499999999998,0.0084580000000000002,27.428044,39.090926999924704,1253377.0502160001,1253377.0507990001
607,1808,8193,1,1253389.976,1253404.1708440001,1253428.472513,0.35991699999999999,0.26804100000299513,0,0.05629199999384582,1.778,21.936836,0.19600000000000001,2.8621249999999998,0.012833000000000001,24.353586,38.496512999990955,1253404.4791349999,1253404.4791349999
608,1811,8193,1,1253414.9809999999,1253428.611638,1253452.647015,0.426709,0.29954100004397333,0.00029099988751113415,0.053959000157192349,1.794041,21.622419000000001,0.19483300000000001,2.8694160000000002,0.014583,24.121418999999999,37.666015000082552,1253428.952305,1253428.9525959999
